event,station,time,phase
15,V0505,2024-06-16 11:59:57.892996452,S
15,V0409,2024-06-16 11:59:57.893002004,S
15,V0117,2024-06-16 11:59:57.893003534,S
15,V0506,2024-06-16 11:59:57.892998860,S
15,V0808,2024-06-16 11:59:57.893000874,S
15,V0805,2024-06-16 11:59:57.893003208,S
15,V0408,2024-06-16 11:59:57.893006213,S
15,V0504,2024-06-16 11:59:57.893001735,S
15,V0410,2024-06-16 11:59:57.892998231,S
15,V0305,2024-06-16 11:59:57.893005173,S
15,V0302,2024-06-16 11:59:57.893006841,S
15,V0810,2024-06-16 11:59:57.893006394,S
15,V0412,2024-06-16 11:59:57.892996837,S
15,V0304,2024-06-16 11:59:57.893005785,S
16,V0807,2024-06-16 12:00:06.924298264,S
16,V0303,2024-06-16 12:00:06.924299192,S
16,V0414,2024-06-16 12:00:06.924301264,S
16,V0508,2024-06-16 12:00:06.924300237,S
16,V0306,2024-06-16 12:00:06.924302306,S
16,V0809,2024-06-16 12:00:06.924301114,S
16,V0505,2024-06-16 12:00:06.924291491,S
16,V0409,2024-06-16 12:00:06.924297227,S
16,V0117,2024-06-16 12:00:06.924299250,S
16,V0506,2024-06-16 12:00:06.924295968,S
16,V0808,2024-06-16 12:00:06.924299115,S
16,V0805,2024-06-16 12:00:06.924300083,S
16,V0408,2024-06-16 12:00:06.924301117,S
16,V0504,2024-06-16 12:00:06.924296193,S
16,V0410,2024-06-16 12:00:06.924294309,S
16,V0305,2024-06-16 12:00:06.924299456,S
16,V0302,2024-06-16 12:00:06.924299991,S
16,V0810,2024-06-16 12:00:06.924304270,S
16,V0412,2024-06-16 12:00:06.924294398,S
16,V0304,2024-06-16 12:00:06.924299173,S
17,V0509,2024-06-16 12:00:07.700606306,S
17,V0807,2024-06-16 12:00:07.700595572,S
17,V0303,2024-06-16 12:00:07.700608392,S
17,V0403,2024-06-16 12:00:07.700624876,S
17,V0414,2024-06-16 12:00:07.700599682,S
17,V0811,2024-06-16 12:00:07.700605506,S
17,V0307,2024-06-16 12:00:07.700607973,S
17,V0812,2024-06-16 12:00:07.700610323,S
17,V0703,2024-06-16 12:00:07.700623630,S
17,V0508,2024-06-16 12:00:07.700600006,S
17,V0306,2024-06-16 12:00:07.700606496,S
17,V0109,2024-06-16 12:00:07.700622254,S
17,V0704,2024-06-16 12:00:07.700632782,S
17,V0809,2024-06-16 12:00:07.700596694,S
17,V0505,2024-06-16 12:00:07.700599313,S
17,V0510,2024-06-16 12:00:07.700612993,S
17,V0409,2024-06-16 12:00:07.700603453,S
17,V0117,2024-06-16 12:00:07.700602647,S
17,V0506,2024-06-16 12:00:07.700597633,S
17,V0309,2024-06-16 12:00:07.700614354,S
17,V0402,2024-06-16 12:00:07.700629598,S
17,V0808,2024-06-16 12:00:07.700594593,S
17,V0802,2024-06-16 12:00:07.700624752,S
17,V0407,2024-06-16 12:00:07.700611848,S
17,V0308,2024-06-16 12:00:07.700610547,S
17,V0502,2024-06-16 12:00:07.700617864,S
17,V0310,2024-06-16 12:00:07.700618679,S
17,V0702,2024-06-16 12:00:07.700618368,S
17,V0805,2024-06-16 12:00:07.700601259,S
17,V0408,2024-06-16 12:00:07.700607588,S
17,V0504,2024-06-16 12:00:07.700603981,S
17,V0410,2024-06-16 12:00:07.700599647,S
17,V0305,2024-06-16 12:00:07.700606546,S
17,V0302,2024-06-16 12:00:07.700609727,S
17,V0104,2024-06-16 12:00:07.700642638,S
17,V0810,2024-06-16 12:00:07.700600503,S
17,V0412,2024-06-16 12:00:07.700596822,S
17,V0417,2024-06-16 12:00:07.700607682,S
17,V0105,2024-06-16 12:00:07.700642558,S
17,V0404,2024-06-16 12:00:07.700624840,S
17,V0304,2024-06-16 12:00:07.700608346,S
18,V0807,2024-06-16 12:00:08.601270392,S
18,V0303,2024-06-16 12:00:08.601266342,S
18,V0414,2024-06-16 12:00:08.601272369,S
18,V0307,2024-06-16 12:00:08.601272437,S
18,V0508,2024-06-16 12:00:08.601270406,S
18,V0306,2024-06-16 12:00:08.601268479,S
18,V0809,2024-06-16 12:00:08.601271078,S
18,V0505,2024-06-16 12:00:08.601267226,S
18,V0409,2024-06-16 12:00:08.601272457,S
18,V0117,2024-06-16 12:00:08.601264156,S
18,V0506,2024-06-16 12:00:08.601267635,S
18,V0808,2024-06-16 12:00:08.601270165,S
18,V0805,2024-06-16 12:00:08.601273383,S
18,V0504,2024-06-16 12:00:08.601270807,S
18,V0410,2024-06-16 12:00:08.601270035,S
18,V0305,2024-06-16 12:00:08.601265495,S
18,V0302,2024-06-16 12:00:08.601267866,S
18,V0810,2024-06-16 12:00:08.601273317,S
18,V0412,2024-06-16 12:00:08.601269076,S
18,V0304,2024-06-16 12:00:08.601266295,S
19,V0807,2024-06-16 12:00:08.749576524,S
19,V0303,2024-06-16 12:00:08.749580191,S
19,V0414,2024-06-16 12:00:08.749579382,S
19,V0508,2024-06-16 12:00:08.749578315,S
19,V0306,2024-06-16 12:00:08.749581110,S
19,V0809,2024-06-16 12:00:08.749578452,S
19,V0505,2024-06-16 12:00:08.749573139,S
19,V0409,2024-06-16 12:00:08.749578969,S
19,V0117,2024-06-16 12:00:08.749577486,S
19,V0506,2024-06-16 12:00:08.749574326,S
19,V0808,2024-06-16 12:00:08.749576713,S
19,V0805,2024-06-16 12:00:08.749579904,S
19,V0504,2024-06-16 12:00:08.749578276,S
19,V0410,2024-06-16 12:00:08.749575494,S
19,V0305,2024-06-16 12:00:08.749579284,S
19,V0302,2024-06-16 12:00:08.749581399,S
19,V0810,2024-06-16 12:00:08.749581599,S
19,V0412,2024-06-16 12:00:08.749573942,S
19,V0304,2024-06-16 12:00:08.749580153,S
20,V0807,2024-06-16 12:00:11.298170278,S
20,V0505,2024-06-16 12:00:11.298163417,S
20,V0409,2024-06-16 12:00:11.298164046,S
20,V0506,2024-06-16 12:00:11.298169998,S
20,V0808,2024-06-16 12:00:11.298172157,S
20,V0407,2024-06-16 12:00:11.298172913,S
20,V0805,2024-06-16 12:00:11.298169743,S
20,V0408,2024-06-16 12:00:11.298168474,S
20,V0504,2024-06-16 12:00:11.298164723,S
20,V0410,2024-06-16 12:00:11.298161256,S
20,V0412,2024-06-16 12:00:11.298165656,S
21,V0807,2024-06-16 12:00:17.103211595,S
21,V0303,2024-06-16 12:00:17.103210603,S
21,V0505,2024-06-16 12:00:17.103202913,S
21,V0409,2024-06-16 12:00:17.103205647,S
21,V0117,2024-06-16 12:00:17.103213488,S
21,V0506,2024-06-16 12:00:17.103209698,S
21,V0808,2024-06-16 12:00:17.103213095,S
21,V0407,2024-06-16 12:00:17.103213275,S
21,V0805,2024-06-16 12:00:17.103211482,S
21,V0408,2024-06-16 12:00:17.103209180,S
21,V0504,2024-06-16 12:00:17.103204240,S
21,V0410,2024-06-16 12:00:17.103204388,S
21,V0305,2024-06-16 12:00:17.103212298,S
21,V0302,2024-06-16 12:00:17.103210650,S
21,V0412,2024-06-16 12:00:17.103206887,S
21,V0304,2024-06-16 12:00:17.103210612,S
22,V0303,2024-06-16 12:00:19.626569351,S
22,V0505,2024-06-16 12:00:19.626572940,S
22,V0409,2024-06-16 12:00:19.626575452,S
22,V0504,2024-06-16 12:00:19.626573009,S
22,V0410,2024-06-16 12:00:19.626575177,S
22,V0305,2024-06-16 12:00:19.626573355,S
22,V0302,2024-06-16 12:00:19.626568469,S
22,V0304,2024-06-16 12:00:19.626569404,S
23,V0807,2024-06-16 12:00:32.219611782,S
23,V0414,2024-06-16 12:00:32.219613072,S
23,V0811,2024-06-16 12:00:32.219616968,S
23,V0508,2024-06-16 12:00:32.219613968,S
23,V0809,2024-06-16 12:00:32.219609021,S
23,V0505,2024-06-16 12:00:32.219616918,S
23,V0117,2024-06-16 12:00:32.219618156,S
23,V0506,2024-06-16 12:00:32.219613428,S
23,V0808,2024-06-16 12:00:32.219609211,S
23,V0805,2024-06-16 12:00:32.219617977,S
23,V0410,2024-06-16 12:00:32.219617182,S
23,V0810,2024-06-16 12:00:32.219612133,S
23,V0412,2024-06-16 12:00:32.219613890,S
24,V0509,2024-06-16 12:00:34.428905053,S
24,V0807,2024-06-16 12:00:34.428895068,S
24,V0303,2024-06-16 12:00:34.428907531,S
24,V0403,2024-06-16 12:00:34.428923483,S
24,V0414,2024-06-16 12:00:34.428898123,S
24,V0811,2024-06-16 12:00:34.428904636,S
24,V0307,2024-06-16 12:00:34.428907138,S
24,V0812,2024-06-16 12:00:34.428909380,S
24,V0703,2024-06-16 12:00:34.428922545,S
24,V0508,2024-06-16 12:00:34.428898727,S
24,V0306,2024-06-16 12:00:34.428905698,S
24,V0109,2024-06-16 12:00:34.428921374,S
24,V0704,2024-06-16 12:00:34.428931514,S
24,V0809,2024-06-16 12:00:34.428896209,S
24,V0505,2024-06-16 12:00:34.428897978,S
24,V0510,2024-06-16 12:00:34.428911747,S
24,V0409,2024-06-16 12:00:34.428901923,S
24,V0117,2024-06-16 12:00:34.428902393,S
24,V0506,2024-06-16 12:00:34.428896329,S
24,V0309,2024-06-16 12:00:34.428913400,S
24,V0402,2024-06-16 12:00:34.428928217,S
24,V0808,2024-06-16 12:00:34.428894376,S
24,V0802,2024-06-16 12:00:34.428923433,S
24,V0407,2024-06-16 12:00:34.428910405,S
24,V0308,2024-06-16 12:00:34.428909655,S
24,V0502,2024-06-16 12:00:34.428916536,S
24,V0310,2024-06-16 12:00:34.428917674,S
24,V0702,2024-06-16 12:00:34.428917496,S
24,V0805,2024-06-16 12:00:34.428900247,S
24,V0408,2024-06-16 12:00:34.428906111,S
24,V0504,2024-06-16 12:00:34.428902648,S
24,V0410,2024-06-16 12:00:34.428898022,S
24,V0305,2024-06-16 12:00:34.428905740,S
24,V0302,2024-06-16 12:00:34.428908832,S
24,V0104,2024-06-16 12:00:34.428941612,S
24,V0810,2024-06-16 12:00:34.428899774,S
24,V0412,2024-06-16 12:00:34.428895047,S
24,V0417,2024-06-16 12:00:34.428906281,S
24,V0105,2024-06-16 12:00:34.428941532,S
24,V0404,2024-06-16 12:00:34.428923447,S
24,V0304,2024-06-16 12:00:34.428907486,S
25,V0303,2024-06-16 12:00:34.592437199,S
25,V0306,2024-06-16 12:00:34.592443389,S
25,V0505,2024-06-16 12:00:34.592440602,S
25,V0409,2024-06-16 12:00:34.592445021,S
25,V0117,2024-06-16 12:00:34.592440711,S
25,V0506,2024-06-16 12:00:34.592442796,S
25,V0504,2024-06-16 12:00:34.592442964,S
25,V0410,2024-06-16 12:00:34.592443384,S
25,V0305,2024-06-16 12:00:34.592438824,S
25,V0302,2024-06-16 12:00:34.592438183,S
25,V0412,2024-06-16 12:00:34.592443420,S
25,V0304,2024-06-16 12:00:34.592437183,S
26,V0307,2024-06-16 12:00:35.718060565,S
26,V0508,2024-06-16 12:00:35.718060460,S
26,V0306,2024-06-16 12:00:35.718059074,S
26,V0809,2024-06-16 12:00:35.718059351,S
26,V0117,2024-06-16 12:00:35.718053899,S
26,V0506,2024-06-16 12:00:35.718060376,S
26,V0808,2024-06-16 12:00:35.718060548,S
26,V0305,2024-06-16 12:00:35.718060553,S
26,V0810,2024-06-16 12:00:35.718059896,S
27,V0807,2024-06-16 12:00:36.055725897,S
27,V0303,2024-06-16 12:00:36.055723371,S
27,V0505,2024-06-16 12:00:36.055717864,S
27,V0409,2024-06-16 12:00:36.055720050,S
27,V0506,2024-06-16 12:00:36.055724287,S
27,V0805,2024-06-16 12:00:36.055725547,S
27,V0408,2024-06-16 12:00:36.055723015,S
27,V0504,2024-06-16 12:00:36.055718060,S
27,V0410,2024-06-16 12:00:36.055719494,S
27,V0305,2024-06-16 12:00:36.055725578,S
27,V0302,2024-06-16 12:00:36.055723210,S
27,V0412,2024-06-16 12:00:36.055721914,S
27,V0304,2024-06-16 12:00:36.055723389,S
28,V0505,2024-06-16 12:00:37.132649230,S
28,V0409,2024-06-16 12:00:37.132647355,S
28,V0407,2024-06-16 12:00:37.132652792,S
28,V0408,2024-06-16 12:00:37.132649183,S
28,V0504,2024-06-16 12:00:37.132645917,S
28,V0410,2024-06-16 12:00:37.132649064,S
28,V0302,2024-06-16 12:00:37.132654400,S
28,V0412,2024-06-16 12:00:37.132652693,S
29,V0303,2024-06-16 12:00:39.455166799,S
29,V0307,2024-06-16 12:00:39.455165465,S
29,V0508,2024-06-16 12:00:39.455165036,S
29,V0306,2024-06-16 12:00:39.455163045,S
29,V0809,2024-06-16 12:00:39.455164676,S
29,V0117,2024-06-16 12:00:39.455157390,S
29,V0506,2024-06-16 12:00:39.455164247,S
29,V0808,2024-06-16 12:00:39.455165290,S
29,V0305,2024-06-16 12:00:39.455163512,S
29,V0810,2024-06-16 12:00:39.455165737,S
29,V0304,2024-06-16 12:00:39.455166726,S
30,V0807,2024-06-16 12:00:41.140436822,S
30,V0303,2024-06-16 12:00:41.140437671,S
30,V0414,2024-06-16 12:00:41.140440351,S
30,V0508,2024-06-16 12:00:41.140438988,S
30,V0306,2024-06-16 12:00:41.140440078,S
30,V0809,2024-06-16 12:00:41.140439079,S
30,V0505,2024-06-16 12:00:41.140432875,S
30,V0409,2024-06-16 12:00:41.140438206,S
30,V0117,2024-06-16 12:00:41.140435813,S
30,V0506,2024-06-16 12:00:41.140435186,S
30,V0808,2024-06-16 12:00:41.140437301,S
30,V0805,2024-06-16 12:00:41.140439395,S
30,V0504,2024-06-16 12:00:41.140436959,S
30,V0410,2024-06-16 12:00:41.140435507,S
30,V0305,2024-06-16 12:00:41.140437429,S
30,V0302,2024-06-16 12:00:41.140438735,S
30,V0412,2024-06-16 12:00:41.140434966,S
30,V0304,2024-06-16 12:00:41.140437641,S
31,V0807,2024-06-16 12:00:50.982219169,S
31,V0303,2024-06-16 12:00:50.982219673,S
31,V0414,2024-06-16 12:00:50.982221509,S
31,V0307,2024-06-16 12:00:50.982224694,S
31,V0508,2024-06-16 12:00:50.982220047,S
31,V0306,2024-06-16 12:00:50.982221197,S
31,V0809,2024-06-16 12:00:50.982220651,S
31,V0505,2024-06-16 12:00:50.982215307,S
31,V0409,2024-06-16 12:00:50.982221068,S
31,V0117,2024-06-16 12:00:50.982217531,S
31,V0506,2024-06-16 12:00:50.982216362,S
31,V0808,2024-06-16 12:00:50.982219222,S
31,V0805,2024-06-16 12:00:50.982222304,S
31,V0408,2024-06-16 12:00:50.982224843,S
31,V0504,2024-06-16 12:00:50.982219929,S
31,V0410,2024-06-16 12:00:50.982218023,S
31,V0305,2024-06-16 12:00:50.982218866,S
31,V0302,2024-06-16 12:00:50.982220970,S
31,V0810,2024-06-16 12:00:50.982223478,S
31,V0412,2024-06-16 12:00:50.982216817,S
31,V0304,2024-06-16 12:00:50.982219633,S
32,V0807,2024-06-16 12:00:58.389501134,S
32,V0303,2024-06-16 12:00:58.389500918,S
32,V0414,2024-06-16 12:00:58.389503739,S
32,V0508,2024-06-16 12:00:58.389502116,S
32,V0306,2024-06-16 12:00:58.389502437,S
32,V0809,2024-06-16 12:00:58.389502398,S
32,V0505,2024-06-16 12:00:58.389498001,S
32,V0409,2024-06-16 12:00:58.389503520,S
32,V0117,2024-06-16 12:00:58.389498104,S
32,V0506,2024-06-16 12:00:58.389498762,S
32,V0808,2024-06-16 12:00:58.389501089,S
32,V0805,2024-06-16 12:00:58.389504319,S
32,V0504,2024-06-16 12:00:58.389502222,S
32,V0410,2024-06-16 12:00:58.389500702,S
32,V0305,2024-06-16 12:00:58.389500041,S
32,V0302,2024-06-16 12:00:58.389502275,S
32,V0412,2024-06-16 12:00:58.389499586,S
32,V0304,2024-06-16 12:00:58.389500875,S
33,V0807,2024-06-16 12:01:08.477025089,S
33,V0505,2024-06-16 12:01:08.477023627,S
33,V0409,2024-06-16 12:01:08.477023286,S
33,V0506,2024-06-16 12:01:08.477026729,S
33,V0808,2024-06-16 12:01:08.477026830,S
33,V0805,2024-06-16 12:01:08.477025062,S
33,V0408,2024-06-16 12:01:08.477026896,S
33,V0504,2024-06-16 12:01:08.477025328,S
33,V0410,2024-06-16 12:01:08.477021127,S
33,V0412,2024-06-16 12:01:08.477022131,S
34,V0807,2024-06-16 12:01:09.971341234,S
34,V0303,2024-06-16 12:01:09.971339325,S
34,V0414,2024-06-16 12:01:09.971344558,S
34,V0508,2024-06-16 12:01:09.971343023,S
34,V0306,2024-06-16 12:01:09.971342971,S
34,V0809,2024-06-16 12:01:09.971343478,S
34,V0505,2024-06-16 12:01:09.971336639,S
34,V0409,2024-06-16 12:01:09.971341572,S
34,V0117,2024-06-16 12:01:09.971338858,S
34,V0506,2024-06-16 12:01:09.971339333,S
34,V0808,2024-06-16 12:01:09.971341787,S
34,V0805,2024-06-16 12:01:09.971343295,S
34,V0504,2024-06-16 12:01:09.971339968,S
34,V0410,2024-06-16 12:01:09.971339360,S
34,V0305,2024-06-16 12:01:09.971339674,S
34,V0302,2024-06-16 12:01:09.971340280,S
34,V0412,2024-06-16 12:01:09.971339254,S
34,V0304,2024-06-16 12:01:09.971339302,S
35,V0509,2024-06-16 12:01:16.422761687,S
35,V0807,2024-06-16 12:01:16.422756594,S
35,V0414,2024-06-16 12:01:16.422757731,S
35,V0811,2024-06-16 12:01:16.422759979,S
35,V0307,2024-06-16 12:01:16.422760864,S
35,V0508,2024-06-16 12:01:16.422756474,S
35,V0306,2024-06-16 12:01:16.422759617,S
35,V0809,2024-06-16 12:01:16.422753178,S
35,V0505,2024-06-16 12:01:16.422759486,S
35,V0117,2024-06-16 12:01:16.422754790,S
35,V0506,2024-06-16 12:01:16.422755711,S
35,V0808,2024-06-16 12:01:16.422754036,S
35,V0410,2024-06-16 12:01:16.422761307,S
35,V0305,2024-06-16 12:01:16.422760673,S
35,V0810,2024-06-16 12:01:16.422755455,S
35,V0412,2024-06-16 12:01:16.422758307,S
36,V0807,2024-06-16 12:01:17.865442883,S
36,V0303,2024-06-16 12:01:17.865442593,S
36,V0508,2024-06-16 12:01:17.865443888,S
36,V0306,2024-06-16 12:01:17.865443340,S
36,V0809,2024-06-16 12:01:17.865443553,S
36,V0505,2024-06-16 12:01:17.865441136,S
36,V0117,2024-06-16 12:01:17.865437753,S
36,V0506,2024-06-16 12:01:17.865441110,S
36,V0808,2024-06-16 12:01:17.865442537,S
36,V0410,2024-06-16 12:01:17.865443760,S
36,V0305,2024-06-16 12:01:17.865441296,S
36,V0302,2024-06-16 12:01:17.865444081,S
36,V0412,2024-06-16 12:01:17.865442497,S
36,V0304,2024-06-16 12:01:17.865442545,S
37,V0306,2024-06-16 12:01:20.789312896,S
37,V0117,2024-06-16 12:01:20.789312437,S
37,V0305,2024-06-16 12:01:20.789312805,S
38,V0807,2024-06-16 12:01:22.041071701,S
38,V0303,2024-06-16 12:01:22.041069283,S
38,V0508,2024-06-16 12:01:22.041074579,S
38,V0505,2024-06-16 12:01:22.041063447,S
38,V0409,2024-06-16 12:01:22.041062062,S
38,V0117,2024-06-16 12:01:22.041074025,S
38,V0506,2024-06-16 12:01:22.041070260,S
38,V0808,2024-06-16 12:01:22.041073602,S
38,V0407,2024-06-16 12:01:22.041067775,S
38,V0502,2024-06-16 12:01:22.041072959,S
38,V0805,2024-06-16 12:01:22.041070091,S
38,V0408,2024-06-16 12:01:22.041064114,S
38,V0504,2024-06-16 12:01:22.041060418,S
38,V0410,2024-06-16 12:01:22.041063487,S
38,V0305,2024-06-16 12:01:22.041072037,S
38,V0302,2024-06-16 12:01:22.041068613,S
38,V0412,2024-06-16 12:01:22.041067020,S
38,V0304,2024-06-16 12:01:22.041069318,S
39,V0807,2024-06-16 12:01:27.195723209,S
39,V0303,2024-06-16 12:01:27.195725435,S
39,V0414,2024-06-16 12:01:27.195726238,S
39,V0508,2024-06-16 12:01:27.195725036,S
39,V0306,2024-06-16 12:01:27.195727082,S
39,V0809,2024-06-16 12:01:27.195725314,S
39,V0505,2024-06-16 12:01:27.195719163,S
39,V0409,2024-06-16 12:01:27.195724906,S
39,V0117,2024-06-16 12:01:27.195723338,S
39,V0506,2024-06-16 12:01:27.195721070,S
39,V0808,2024-06-16 12:01:27.195723557,S
39,V0805,2024-06-16 12:01:27.195726160,S
39,V0408,2024-06-16 12:01:27.195728798,S
39,V0504,2024-06-16 12:01:27.195723965,S
39,V0410,2024-06-16 12:01:27.195721737,S
39,V0305,2024-06-16 12:01:27.195724843,S
39,V0302,2024-06-16 12:01:27.195726575,S
39,V0810,2024-06-16 12:01:27.195728406,S
39,V0412,2024-06-16 12:01:27.195720698,S
39,V0304,2024-06-16 12:01:27.195725401,S
40,V0807,2024-06-16 12:01:29.913678197,S
40,V0303,2024-06-16 12:01:29.913677469,S
40,V0505,2024-06-16 12:01:29.913670608,S
40,V0409,2024-06-16 12:01:29.913673041,S
40,V0117,2024-06-16 12:01:29.913679798,S
40,V0506,2024-06-16 12:01:29.913677264,S
40,V0808,2024-06-16 12:01:29.913679847,S
40,V0805,2024-06-16 12:01:29.913677889,S
40,V0408,2024-06-16 12:01:29.913676279,S
40,V0504,2024-06-16 12:01:29.913671246,S
40,V0410,2024-06-16 12:01:29.913672210,S
40,V0305,2024-06-16 12:01:29.913679314,S
40,V0302,2024-06-16 12:01:29.913677457,S
40,V0412,2024-06-16 12:01:29.913674691,S
40,V0304,2024-06-16 12:01:29.913677482,S
41,V0807,2024-06-16 12:01:33.644415244,S
41,V0303,2024-06-16 12:01:33.644420463,S
41,V0414,2024-06-16 12:01:33.644419238,S
41,V0508,2024-06-16 12:01:33.644418908,S
41,V0809,2024-06-16 12:01:33.644419118,S
41,V0505,2024-06-16 12:01:33.644408972,S
41,V0409,2024-06-16 12:01:33.644413509,S
41,V0117,2024-06-16 12:01:33.644419838,S
41,V0506,2024-06-16 12:01:33.644414575,S
41,V0808,2024-06-16 12:01:33.644416646,S
41,V0805,2024-06-16 12:01:33.644416485,S
41,V0408,2024-06-16 12:01:33.644417843,S
41,V0504,2024-06-16 12:01:33.644413591,S
41,V0410,2024-06-16 12:01:33.644409630,S
41,V0305,2024-06-16 12:01:33.644420642,S
41,V0302,2024-06-16 12:01:33.644421092,S
41,V0412,2024-06-16 12:01:33.644410759,S
41,V0304,2024-06-16 12:01:33.644420447,S
42,V0509,2024-06-16 12:01:37.443936594,S
42,V0807,2024-06-16 12:01:37.443935759,S
42,V0414,2024-06-16 12:01:37.443934673,S
42,V0811,2024-06-16 12:01:37.443935022,S
42,V0307,2024-06-16 12:01:37.443933751,S
42,V0508,2024-06-16 12:01:37.443932758,S
42,V0306,2024-06-16 12:01:37.443932781,S
42,V0809,2024-06-16 12:01:37.443931627,S
42,V0117,2024-06-16 12:01:37.443928915,S
42,V0506,2024-06-16 12:01:37.443933084,S
42,V0808,2024-06-16 12:01:37.443933260,S
42,V0308,2024-06-16 12:01:37.443936670,S
42,V0305,2024-06-16 12:01:37.443934785,S
42,V0810,2024-06-16 12:01:37.443931933,S
42,V0412,2024-06-16 12:01:37.443936662,S
43,V0509,2024-06-16 12:01:38.629642954,S
43,V0807,2024-06-16 12:01:38.629638880,S
43,V0303,2024-06-16 12:01:38.629638743,S
43,V0414,2024-06-16 12:01:38.629639241,S
43,V0811,2024-06-16 12:01:38.629642823,S
43,V0307,2024-06-16 12:01:38.629639355,S
43,V0508,2024-06-16 12:01:38.629637195,S
43,V0306,2024-06-16 12:01:38.629636393,S
43,V0809,2024-06-16 12:01:38.629637495,S
43,V0505,2024-06-16 12:01:38.629637972,S
43,V0117,2024-06-16 12:01:38.629631894,S
43,V0506,2024-06-16 12:01:38.629635509,S
43,V0808,2024-06-16 12:01:38.629637542,S
43,V0308,2024-06-16 12:01:38.629643260,S
43,V0504,2024-06-16 12:01:38.629642659,S
43,V0410,2024-06-16 12:01:38.629640573,S
43,V0305,2024-06-16 12:01:38.629635908,S
43,V0302,2024-06-16 12:01:38.629640659,S
43,V0810,2024-06-16 12:01:38.629639195,S
43,V0412,2024-06-16 12:01:38.629638293,S
43,V0304,2024-06-16 12:01:38.629638675,S
44,V0807,2024-06-16 12:01:43.091518271,S
44,V0303,2024-06-16 12:01:43.091516682,S
44,V0505,2024-06-16 12:01:43.091510528,S
44,V0409,2024-06-16 12:01:43.091514979,S
44,V0117,2024-06-16 12:01:43.091518713,S
44,V0506,2024-06-16 12:01:43.091516086,S
44,V0808,2024-06-16 12:01:43.091519418,S
44,V0805,2024-06-16 12:01:43.091519087,S
44,V0408,2024-06-16 12:01:43.091518471,S
44,V0504,2024-06-16 12:01:43.091513432,S
44,V0410,2024-06-16 12:01:43.091513065,S
44,V0305,2024-06-16 12:01:43.091517958,S
44,V0302,2024-06-16 12:01:43.091517081,S
44,V0412,2024-06-16 12:01:43.091514296,S
44,V0304,2024-06-16 12:01:43.091516679,S
45,V0303,2024-06-16 12:01:44.877821920,S
45,V0505,2024-06-16 12:01:44.877815397,S
45,V0409,2024-06-16 12:01:44.877819211,S
45,V0506,2024-06-16 12:01:44.877821494,S
45,V0408,2024-06-16 12:01:44.877822683,S
45,V0504,2024-06-16 12:01:44.877817697,S
45,V0410,2024-06-16 12:01:44.877817562,S
45,V0305,2024-06-16 12:01:44.877823496,S
45,V0302,2024-06-16 12:01:44.877822127,S
45,V0412,2024-06-16 12:01:44.877819288,S
45,V0304,2024-06-16 12:01:44.877821924,S
46,V0807,2024-06-16 12:01:47.940143544,S
46,V0303,2024-06-16 12:01:47.940144124,S
46,V0414,2024-06-16 12:01:47.940146431,S
46,V0508,2024-06-16 12:01:47.940145613,S
46,V0505,2024-06-16 12:01:47.940134827,S
46,V0409,2024-06-16 12:01:47.940140278,S
46,V0117,2024-06-16 12:01:47.940145429,S
46,V0506,2024-06-16 12:01:47.940141235,S
46,V0808,2024-06-16 12:01:47.940144697,S
46,V0805,2024-06-16 12:01:47.940144554,S
46,V0408,2024-06-16 12:01:47.940144229,S
46,V0504,2024-06-16 12:01:47.940139332,S
46,V0410,2024-06-16 12:01:47.940137546,S
46,V0305,2024-06-16 12:01:47.940144903,S
46,V0302,2024-06-16 12:01:47.940144641,S
46,V0412,2024-06-16 12:01:47.940138726,S
46,V0304,2024-06-16 12:01:47.940144115,S
47,V0509,2024-06-16 12:01:49.243954206,S
47,V0807,2024-06-16 12:01:49.243952412,S
47,V0303,2024-06-16 12:01:49.243956426,S
47,V0414,2024-06-16 12:01:49.243952240,S
47,V0811,2024-06-16 12:01:49.243952022,S
47,V0307,2024-06-16 12:01:49.243951731,S
47,V0812,2024-06-16 12:01:49.243956212,S
47,V0508,2024-06-16 12:01:49.243950495,S
47,V0306,2024-06-16 12:01:49.243950916,S
47,V0809,2024-06-16 12:01:49.243948250,S
47,V0505,2024-06-16 12:01:49.243954851,S
47,V0117,2024-06-16 12:01:49.243946082,S
47,V0506,2024-06-16 12:01:49.243950740,S
47,V0808,2024-06-16 12:01:49.243949873,S
47,V0308,2024-06-16 12:01:49.243954417,S
47,V0805,2024-06-16 12:01:49.243958254,S
47,V0410,2024-06-16 12:01:49.243957005,S
47,V0305,2024-06-16 12:01:49.243952799,S
47,V0810,2024-06-16 12:01:49.243948719,S
47,V0412,2024-06-16 12:01:49.243954063,S
47,V0417,2024-06-16 12:01:49.243956726,S
47,V0304,2024-06-16 12:01:49.243956352,S
48,V0509,2024-06-16 12:01:50.665072913,S
48,V0807,2024-06-16 12:01:50.665067118,S
48,V0303,2024-06-16 12:01:50.665074399,S
48,V0414,2024-06-16 12:01:50.665067762,S
48,V0811,2024-06-16 12:01:50.665072167,S
48,V0307,2024-06-16 12:01:50.665072650,S
48,V0812,2024-06-16 12:01:50.665076853,S
48,V0508,2024-06-16 12:01:50.665066709,S
48,V0306,2024-06-16 12:01:50.665071063,S
48,V0809,2024-06-16 12:01:50.665064787,S
48,V0505,2024-06-16 12:01:50.665068931,S
48,V0510,2024-06-16 12:01:50.665079666,S
48,V0409,2024-06-16 12:01:50.665074517,S
