event,station,time,phase
0,V0807,2024-06-16 11:59:15.181100775,P
0,V0505,2024-06-16 11:59:15.181097176,P
0,V0409,2024-06-16 11:59:15.181099033,P
0,V0506,2024-06-16 11:59:15.181100558,P
0,V0808,2024-06-16 11:59:15.181101583,P
0,V0805,2024-06-16 11:59:15.181100915,P
0,V0408,2024-06-16 11:59:15.181100962,P
0,V0504,2024-06-16 11:59:15.181098614,P
0,V0410,2024-06-16 11:59:15.181097944,P
0,V0412,2024-06-16 11:59:15.181099046,P
1,V0807,2024-06-16 11:59:21.453555516,P
1,V0303,2024-06-16 11:59:21.453556010,P
1,V0414,2024-06-16 11:59:21.453556124,P
1,V0307,2024-06-16 11:59:21.453556342,P
1,V0508,2024-06-16 11:59:21.453555174,P
1,V0306,2024-06-16 11:59:21.453554969,P
1,V0809,2024-06-16 11:59:21.453554934,P
1,V0505,2024-06-16 11:59:21.453555383,P
1,V0117,2024-06-16 11:59:21.453552204,P
1,V0506,2024-06-16 11:59:21.453554311,P
1,V0808,2024-06-16 11:59:21.453554883,P
1,V0410,2024-06-16 11:59:21.453556617,P
1,V0305,2024-06-16 11:59:21.453554729,P
1,V0302,2024-06-16 11:59:21.453556906,P
1,V0810,2024-06-16 11:59:21.453555873,P
1,V0412,2024-06-16 11:59:21.453555551,P
1,V0304,2024-06-16 11:59:21.453555979,P
2,V0509,2024-06-16 11:59:23.707982517,P
2,V0807,2024-06-16 11:59:23.707980980,P
2,V0303,2024-06-16 11:59:23.707980091,P
2,V0403,2024-06-16 11:59:23.707993091,P
2,V0414,2024-06-16 11:59:23.707981251,P
2,V0811,2024-06-16 11:59:23.707982208,P
2,V0307,2024-06-16 11:59:23.707980137,P
2,V0812,2024-06-16 11:59:23.707984082,P
2,V0703,2024-06-16 11:59:23.707989120,P
2,V0508,2024-06-16 11:59:23.707980170,P
2,V0306,2024-06-16 11:59:23.707978725,P
2,V0109,2024-06-16 11:59:23.707989508,P
2,V0704,2024-06-16 11:59:23.707994666,P
2,V0809,2024-06-16 11:59:23.707980117,P
2,V0505,2024-06-16 11:59:23.707980787,P
2,V0510,2024-06-16 11:59:23.707985488,P
2,V0409,2024-06-16 11:59:23.707983538,P
2,V0117,2024-06-16 11:59:23.707975791,P
2,V0506,2024-06-16 11:59:23.707979649,P
2,V0309,2024-06-16 11:59:23.707984433,P
2,V0402,2024-06-16 11:59:23.707995312,P
2,V0808,2024-06-16 11:59:23.707980290,P
2,V0802,2024-06-16 11:59:23.707993828,P
2,V0407,2024-06-16 11:59:23.707987100,P
2,V0308,2024-06-16 11:59:23.707982044,P
2,V0502,2024-06-16 11:59:23.707989350,P
2,V0310,2024-06-16 11:59:23.707986894,P
2,V0102,2024-06-16 11:59:23.708004704,P
2,V0702,2024-06-16 11:59:23.707985204,P
2,V0805,2024-06-16 11:59:23.707983176,P
2,V0408,2024-06-16 11:59:23.707985244,P
2,V0504,2024-06-16 11:59:23.707982865,P
2,V0410,2024-06-16 11:59:23.707982091,P
2,V0305,2024-06-16 11:59:23.707978614,P
2,V0302,2024-06-16 11:59:23.707981054,P
2,V0104,2024-06-16 11:59:23.707999872,P
2,V0810,2024-06-16 11:59:23.707980689,P
2,V0412,2024-06-16 11:59:23.707981080,P
2,V0417,2024-06-16 11:59:23.707983889,P
2,V0105,2024-06-16 11:59:23.707999832,P
2,V0404,2024-06-16 11:59:23.707993074,P
2,V0304,2024-06-16 11:59:23.707980057,P
3,V0303,2024-06-16 11:59:27.087324018,P
3,V0505,2024-06-16 11:59:27.087323341,P
3,V0409,2024-06-16 11:59:27.087323071,P
3,V0506,2024-06-16 11:59:27.087326327,P
3,V0407,2024-06-16 11:59:27.087324772,P
3,V0502,2024-06-16 11:59:27.087326697,P
3,V0805,2024-06-16 11:59:27.087326721,P
3,V0408,2024-06-16 11:59:27.087323492,P
3,V0504,2024-06-16 11:59:27.087322050,P
3,V0410,2024-06-16 11:59:27.087323737,P
3,V0305,2024-06-16 11:59:27.087325904,P
3,V0302,2024-06-16 11:59:27.087323379,P
3,V0412,2024-06-16 11:59:27.087325175,P
3,V0304,2024-06-16 11:59:27.087324046,P
4,V0807,2024-06-16 11:59:27.235897896,P
4,V0303,2024-06-16 11:59:27.235894393,P
4,V0414,2024-06-16 11:59:27.235898335,P
4,V0307,2024-06-16 11:59:27.235896617,P
4,V0508,2024-06-16 11:59:27.235897195,P
4,V0306,2024-06-16 11:59:27.235894716,P
4,V0809,2024-06-16 11:59:27.235897589,P
4,V0505,2024-06-16 11:59:27.235896810,P
4,V0117,2024-06-16 11:59:27.235892876,P
4,V0506,2024-06-16 11:59:27.235896418,P
4,V0808,2024-06-16 11:59:27.235897525,P
4,V0308,2024-06-16 11:59:27.235898726,P
4,V0504,2024-06-16 11:59:27.235898426,P
4,V0410,2024-06-16 11:59:27.235898204,P
4,V0305,2024-06-16 11:59:27.235893531,P
4,V0302,2024-06-16 11:59:27.235895269,P
4,V0810,2024-06-16 11:59:27.235898231,P
4,V0412,2024-06-16 11:59:27.235897594,P
4,V0304,2024-06-16 11:59:27.235894364,P
5,V0807,2024-06-16 11:59:30.240806989,P
5,V0303,2024-06-16 11:59:30.240808801,P
5,V0414,2024-06-16 11:59:30.240807642,P
5,V0811,2024-06-16 11:59:30.240809644,P
5,V0307,2024-06-16 11:59:30.240808853,P
5,V0508,2024-06-16 11:59:30.240806839,P
5,V0306,2024-06-16 11:59:30.240807660,P
5,V0809,2024-06-16 11:59:30.240806414,P
5,V0505,2024-06-16 11:59:30.240807109,P
5,V0117,2024-06-16 11:59:30.240805326,P
5,V0506,2024-06-16 11:59:30.240805827,P
5,V0808,2024-06-16 11:59:30.240806281,P
5,V0805,2024-06-16 11:59:30.240809475,P
5,V0504,2024-06-16 11:59:30.240809536,P
5,V0410,2024-06-16 11:59:30.240808226,P
5,V0305,2024-06-16 11:59:30.240807558,P
5,V0302,2024-06-16 11:59:30.240809660,P
5,V0810,2024-06-16 11:59:30.240807572,P
5,V0412,2024-06-16 11:59:30.240806986,P
5,V0304,2024-06-16 11:59:30.240808771,P
6,V0807,2024-06-16 11:59:37.046714620,P
6,V0303,2024-06-16 11:59:37.046711104,P
6,V0306,2024-06-16 11:59:37.046713627,P
6,V0505,2024-06-16 11:59:37.046712274,P
6,V0409,2024-06-16 11:59:37.046714540,P
6,V0117,2024-06-16 11:59:37.046712007,P
6,V0506,2024-06-16 11:59:37.046713220,P
6,V0808,2024-06-16 11:59:37.046714751,P
6,V0504,2024-06-16 11:59:37.046713576,P
6,V0410,2024-06-16 11:59:37.046713649,P
6,V0305,2024-06-16 11:59:37.046711571,P
6,V0302,2024-06-16 11:59:37.046711647,P
6,V0412,2024-06-16 11:59:37.046713577,P
6,V0304,2024-06-16 11:59:37.046711092,P
7,V0807,2024-06-16 11:59:38.792498288,P
7,V0809,2024-06-16 11:59:38.792500311,P
7,V0505,2024-06-16 11:59:38.792498003,P
7,V0409,2024-06-16 11:59:38.792498827,P
7,V0506,2024-06-16 11:59:38.792499177,P
7,V0808,2024-06-16 11:59:38.792499022,P
7,V0805,2024-06-16 11:59:38.792499057,P
7,V0504,2024-06-16 11:59:38.792499518,P
7,V0410,2024-06-16 11:59:38.792497199,P
7,V0412,2024-06-16 11:59:38.792497073,P
8,V0807,2024-06-16 11:59:39.687089771,P
8,V0414,2024-06-16 11:59:39.687092183,P
8,V0809,2024-06-16 11:59:39.687091672,P
8,V0505,2024-06-16 11:59:39.687090302,P
8,V0409,2024-06-16 11:59:39.687091264,P
8,V0506,2024-06-16 11:59:39.687091010,P
8,V0808,2024-06-16 11:59:39.687090401,P
8,V0805,2024-06-16 11:59:39.687090922,P
8,V0504,2024-06-16 11:59:39.687091928,P
8,V0410,2024-06-16 11:59:39.687089645,P
8,V0412,2024-06-16 11:59:39.687089177,P
9,V0807,2024-06-16 11:59:42.101533448,P
9,V0303,2024-06-16 11:59:42.101533970,P
9,V0414,2024-06-16 11:59:42.101534703,P
9,V0508,2024-06-16 11:59:42.101534063,P
9,V0306,2024-06-16 11:59:42.101534876,P
9,V0809,2024-06-16 11:59:42.101534380,P
9,V0505,2024-06-16 11:59:42.101531240,P
9,V0409,2024-06-16 11:59:42.101534094,P
9,V0117,2024-06-16 11:59:42.101533174,P
9,V0506,2024-06-16 11:59:42.101532133,P
9,V0808,2024-06-16 11:59:42.101533582,P
9,V0805,2024-06-16 11:59:42.101534862,P
9,V0408,2024-06-16 11:59:42.101535983,P
9,V0504,2024-06-16 11:59:42.101533577,P
9,V0410,2024-06-16 11:59:42.101532570,P
9,V0305,2024-06-16 11:59:42.101533697,P
9,V0302,2024-06-16 11:59:42.101534546,P
9,V0810,2024-06-16 11:59:42.101535836,P
9,V0412,2024-06-16 11:59:42.101532068,P
9,V0304,2024-06-16 11:59:42.101533953,P
10,V0505,2024-06-16 11:59:42.428433909,P
10,V0409,2024-06-16 11:59:42.428432389,P
10,V0407,2024-06-16 11:59:42.428436098,P
10,V0408,2024-06-16 11:59:42.428434042,P
10,V0504,2024-06-16 11:59:42.428433164,P
10,V0410,2024-06-16 11:59:42.428432861,P
10,V0412,2024-06-16 11:59:42.428434782,P
11,V0509,2024-06-16 11:59:42.991211332,P
11,V0807,2024-06-16 11:59:42.991207423,P
11,V0303,2024-06-16 11:59:42.991213440,P
11,V0414,2024-06-16 11:59:42.991208517,P
11,V0811,2024-06-16 11:59:42.991210601,P
11,V0307,2024-06-16 11:59:42.991212243,P
11,V0812,2024-06-16 11:59:42.991212990,P
11,V0508,2024-06-16 11:59:42.991208608,P
11,V0306,2024-06-16 11:59:42.991211794,P
11,V0809,2024-06-16 11:59:42.991206242,P
11,V0505,2024-06-16 11:59:42.991209661,P
11,V0510,2024-06-16 11:59:42.991214515,P
11,V0409,2024-06-16 11:59:42.991211922,P
11,V0117,2024-06-16 11:59:42.991209927,P
11,V0506,2024-06-16 11:59:42.991208023,P
11,V0309,2024-06-16 11:59:42.991215112,P
11,V0808,2024-06-16 11:59:42.991206023,P
11,V0407,2024-06-16 11:59:42.991216030,P
11,V0308,2024-06-16 11:59:42.991213339,P
11,V0310,2024-06-16 11:59:42.991217192,P
11,V0702,2024-06-16 11:59:42.991217168,P
11,V0805,2024-06-16 11:59:42.991210584,P
11,V0408,2024-06-16 11:59:42.991213948,P
11,V0504,2024-06-16 11:59:42.991212083,P
11,V0410,2024-06-16 11:59:42.991210025,P
11,V0305,2024-06-16 11:59:42.991212211,P
11,V0302,2024-06-16 11:59:42.991214213,P
11,V0810,2024-06-16 11:59:42.991208105,P
11,V0412,2024-06-16 11:59:42.991208433,P
11,V0417,2024-06-16 11:59:42.991212038,P
11,V0304,2024-06-16 11:59:42.991213412,P
12,V0807,2024-06-16 11:59:48.633336184,P
12,V0303,2024-06-16 11:59:48.633336068,P
12,V0508,2024-06-16 11:59:48.633337404,P
12,V0505,2024-06-16 11:59:48.633333706,P
12,V0409,2024-06-16 11:59:48.633336131,P
12,V0117,2024-06-16 11:59:48.633335835,P
12,V0506,2024-06-16 11:59:48.633335460,P
12,V0808,2024-06-16 11:59:48.633336586,P
12,V0805,2024-06-16 11:59:48.633337076,P
12,V0504,2024-06-16 11:59:48.633335421,P
12,V0410,2024-06-16 11:59:48.633335003,P
12,V0305,2024-06-16 11:59:48.633336283,P
12,V0302,2024-06-16 11:59:48.633336466,P
12,V0412,2024-06-16 11:59:48.633335086,P
12,V0304,2024-06-16 11:59:48.633336059,P
13,V0807,2024-06-16 11:59:54.425340998,P
13,V0808,2024-06-16 11:59:54.425341194,P
13,V0412,2024-06-16 11:59:54.425340864,P
14,V0303,2024-06-16 11:59:57.733816423,P
14,V0505,2024-06-16 11:59:57.733817071,P
14,V0409,2024-06-16 11:59:57.733816989,P
14,V0407,2024-06-16 11:59:57.733818199,P
14,V0408,2024-06-16 11:59:57.733817196,P
14,V0504,2024-06-16 11:59:57.733815822,P
14,V0410,2024-06-16 11:59:57.733817658,P
14,V0302,2024-06-16 11:59:57.733815547,P
14,V0304,2024-06-16 11:59:57.733816460,P
15,V0807,2024-06-16 11:59:57.892996713,P
15,V0303,2024-06-16 11:59:57.892999454,P
15,V0414,2024-06-16 11:59:57.892998411,P
15,V0307,2024-06-16 11:59:57.893001441,P
15,V0508,2024-06-16 11:59:57.892998101,P
15,V0306,2024-06-16 11:59:57.893000007,P
15,V0809,2024-06-16 11:59:57.892998071,P
15,V0505,2024-06-16 11:59:57.892994857,P
15,V0409,2024-06-16 11:59:57.892997583,P
15,V0117,2024-06-16 11:59:57.892998334,P
15,V0506,2024-06-16 11:59:57.892996040,P
15,V0808,2024-06-16 11:59:57.892997028,P
15,V0805,2024-06-16 11:59:57.892998174,P
15,V0408,2024-06-16 11:59:57.892999649,P
15,V0504,2024-06-16 11:59:57.892997451,P
15,V0410,2024-06-16 11:59:57.892995730,P
15,V0305,2024-06-16 11:59:57.892999138,P
15,V0302,2024-06-16 11:59:57.892999958,P
15,V0810,2024-06-16 11:59:57.892999738,P
15,V0412,2024-06-16 11:59:57.892995046,P
15,V0304,2024-06-16 11:59:57.892999439,P
16,V0807,2024-06-16 12:00:06.924293607,P
16,V0303,2024-06-16 12:00:06.924294063,P
16,V0414,2024-06-16 12:00:06.924295080,P
16,V0508,2024-06-16 12:00:06.924294575,P
16,V0306,2024-06-16 12:00:06.924295591,P
16,V0809,2024-06-16 12:00:06.924295006,P
16,V0505,2024-06-16 12:00:06.924290282,P
16,V0409,2024-06-16 12:00:06.924293098,P
16,V0117,2024-06-16 12:00:06.924294091,P
16,V0506,2024-06-16 12:00:06.924292480,P
16,V0808,2024-06-16 12:00:06.924294025,P
16,V0805,2024-06-16 12:00:06.924294500,P
16,V0408,2024-06-16 12:00:06.924295008,P
16,V0504,2024-06-16 12:00:06.924292591,P
16,V0410,2024-06-16 12:00:06.924291665,P
16,V0305,2024-06-16 12:00:06.924294192,P
16,V0302,2024-06-16 12:00:06.924294455,P
16,V0810,2024-06-16 12:00:06.924296556,P
16,V0412,2024-06-16 12:00:06.924291709,P
16,V0304,2024-06-16 12:00:06.924294053,P
17,V0509,2024-06-16 12:00:07.700598593,P
17,V0807,2024-06-16 12:00:07.700593323,P
17,V0303,2024-06-16 12:00:07.700599617,P
17,V0403,2024-06-16 12:00:07.700607709,P
17,V0414,2024-06-16 12:00:07.700595341,P
17,V0811,2024-06-16 12:00:07.700598200,P
17,V0307,2024-06-16 12:00:07.700599412,P
17,V0812,2024-06-16 12:00:07.700600565,P
17,V0703,2024-06-16 12:00:07.700607097,P
17,V0508,2024-06-16 12:00:07.700595500,P
17,V0306,2024-06-16 12:00:07.700598686,P
17,V0109,2024-06-16 12:00:07.700606422,P
17,V0704,2024-06-16 12:00:07.700611590,P
17,V0809,2024-06-16 12:00:07.700593874,P
17,V0505,2024-06-16 12:00:07.700595160,P
17,V0510,2024-06-16 12:00:07.700601876,P
17,V0409,2024-06-16 12:00:07.700597193,P
17,V0117,2024-06-16 12:00:07.700596797,P
17,V0506,2024-06-16 12:00:07.700594335,P
17,V0309,2024-06-16 12:00:07.700602544,P
17,V0402,2024-06-16 12:00:07.700610027,P
17,V0808,2024-06-16 12:00:07.700592843,P
17,V0802,2024-06-16 12:00:07.700607648,P
17,V0407,2024-06-16 12:00:07.700601314,P
17,V0308,2024-06-16 12:00:07.700600675,P
17,V0502,2024-06-16 12:00:07.700604267,P
17,V0310,2024-06-16 12:00:07.700604667,P
17,V0702,2024-06-16 12:00:07.700604514,P
17,V0805,2024-06-16 12:00:07.700596115,P
17,V0408,2024-06-16 12:00:07.700599222,P
17,V0504,2024-06-16 12:00:07.700597452,P
17,V0410,2024-06-16 12:00:07.700595324,P
17,V0305,2024-06-16 12:00:07.700598711,P
17,V0302,2024-06-16 12:00:07.700600272,P
17,V0104,2024-06-16 12:00:07.700616429,P
17,V0810,2024-06-16 12:00:07.700595744,P
17,V0412,2024-06-16 12:00:07.700593937,P
17,V0417,2024-06-16 12:00:07.700599269,P
17,V0105,2024-06-16 12:00:07.700616390,P
17,V0404,2024-06-16 12:00:07.700607691,P
17,V0304,2024-06-16 12:00:07.700599595,P
18,V0807,2024-06-16 12:00:08.601264528,P
18,V0303,2024-06-16 12:00:08.601262541,P
18,V0414,2024-06-16 12:00:08.601265499,P
18,V0307,2024-06-16 12:00:08.601265533,P
18,V0508,2024-06-16 12:00:08.601264536,P
18,V0306,2024-06-16 12:00:08.601263589,P
18,V0809,2024-06-16 12:00:08.601264865,P
18,V0505,2024-06-16 12:00:08.601262974,P
18,V0409,2024-06-16 12:00:08.601265542,P
18,V0117,2024-06-16 12:00:08.601261467,P
18,V0506,2024-06-16 12:00:08.601263175,P
18,V0808,2024-06-16 12:00:08.601264417,P
18,V0805,2024-06-16 12:00:08.601265997,P
18,V0504,2024-06-16 12:00:08.601264732,P
18,V0410,2024-06-16 12:00:08.601264354,P
18,V0305,2024-06-16 12:00:08.601262125,P
18,V0302,2024-06-16 12:00:08.601263288,P
18,V0810,2024-06-16 12:00:08.601265964,P
18,V0412,2024-06-16 12:00:08.601263883,P
18,V0304,2024-06-16 12:00:08.601262517,P
19,V0807,2024-06-16 12:00:08.749572692,P
19,V0303,2024-06-16 12:00:08.749574491,P
19,V0414,2024-06-16 12:00:08.749574094,P
19,V0508,2024-06-16 12:00:08.749573570,P
19,V0306,2024-06-16 12:00:08.749574943,P
19,V0809,2024-06-16 12:00:08.749573638,P
19,V0505,2024-06-16 12:00:08.749571030,P
19,V0409,2024-06-16 12:00:08.749573892,P
19,V0117,2024-06-16 12:00:08.749573163,P
19,V0506,2024-06-16 12:00:08.749571612,P
19,V0808,2024-06-16 12:00:08.749572784,P
19,V0805,2024-06-16 12:00:08.749574350,P
19,V0504,2024-06-16 12:00:08.749573551,P
19,V0410,2024-06-16 12:00:08.749572186,P
19,V0305,2024-06-16 12:00:08.749574046,P
19,V0302,2024-06-16 12:00:08.749575084,P
19,V0810,2024-06-16 12:00:08.749575183,P
19,V0412,2024-06-16 12:00:08.749571424,P
19,V0304,2024-06-16 12:00:08.749574473,P
20,V0807,2024-06-16 12:00:11.298165225,P
20,V0505,2024-06-16 12:00:11.298161857,P
20,V0409,2024-06-16 12:00:11.298162165,P
20,V0506,2024-06-16 12:00:11.298165088,P
20,V0808,2024-06-16 12:00:11.298166148,P
20,V0407,2024-06-16 12:00:11.298166518,P
20,V0805,2024-06-16 12:00:11.298164963,P
20,V0408,2024-06-16 12:00:11.298164339,P
20,V0504,2024-06-16 12:00:11.298162498,P
20,V0410,2024-06-16 12:00:11.298160796,P
20,V0412,2024-06-16 12:00:11.298162956,P
21,V0807,2024-06-16 12:00:17.103205736,P
21,V0303,2024-06-16 12:00:17.103205248,P
21,V0505,2024-06-16 12:00:17.103201474,P
21,V0409,2024-06-16 12:00:17.103202815,P
21,V0117,2024-06-16 12:00:17.103206665,P
21,V0506,2024-06-16 12:00:17.103204804,P
21,V0808,2024-06-16 12:00:17.103206472,P
21,V0407,2024-06-16 12:00:17.103206560,P
21,V0805,2024-06-16 12:00:17.103205680,P
21,V0408,2024-06-16 12:00:17.103204550,P
21,V0504,2024-06-16 12:00:17.103202125,P
21,V0410,2024-06-16 12:00:17.103202198,P
21,V0305,2024-06-16 12:00:17.103206081,P
21,V0302,2024-06-16 12:00:17.103205272,P
21,V0412,2024-06-16 12:00:17.103203424,P
21,V0304,2024-06-16 12:00:17.103205253,P
22,V0303,2024-06-16 12:00:19.626566576,P
22,V0505,2024-06-16 12:00:19.626568338,P
22,V0409,2024-06-16 12:00:19.626569571,P
22,V0504,2024-06-16 12:00:19.626568372,P
22,V0410,2024-06-16 12:00:19.626569436,P
22,V0305,2024-06-16 12:00:19.626568542,P
22,V0302,2024-06-16 12:00:19.626566143,P
22,V0304,2024-06-16 12:00:19.626566602,P
23,V0807,2024-06-16 12:00:32.219608454,P
23,V0414,2024-06-16 12:00:32.219609088,P
23,V0811,2024-06-16 12:00:32.219611000,P
23,V0508,2024-06-16 12:00:32.219609527,P
23,V0809,2024-06-16 12:00:32.219607099,P
23,V0505,2024-06-16 12:00:32.219610975,P
23,V0117,2024-06-16 12:00:32.219611583,P
23,V0506,2024-06-16 12:00:32.219609262,P
23,V0808,2024-06-16 12:00:32.219607192,P
23,V0805,2024-06-16 12:00:32.219611495,P
23,V0410,2024-06-16 12:00:32.219611105,P
23,V0810,2024-06-16 12:00:32.219608627,P
23,V0412,2024-06-16 12:00:32.219609489,P
24,V0509,2024-06-16 12:00:34.428897330,P
24,V0807,2024-06-16 12:00:34.428892428,P
24,V0303,2024-06-16 12:00:34.428898546,P
24,V0403,2024-06-16 12:00:34.428906377,P
24,V0414,2024-06-16 12:00:34.428893927,P
24,V0811,2024-06-16 12:00:34.428897125,P
24,V0307,2024-06-16 12:00:34.428898353,P
24,V0812,2024-06-16 12:00:34.428899454,P
24,V0703,2024-06-16 12:00:34.428905916,P
24,V0508,2024-06-16 12:00:34.428894224,P
24,V0306,2024-06-16 12:00:34.428897646,P
24,V0109,2024-06-16 12:00:34.428905342,P
24,V0704,2024-06-16 12:00:34.428910319,P
24,V0809,2024-06-16 12:00:34.428892988,P
24,V0505,2024-06-16 12:00:34.428893856,P
24,V0510,2024-06-16 12:00:34.428900616,P
24,V0409,2024-06-16 12:00:34.428895793,P
24,V0117,2024-06-16 12:00:34.428896023,P
24,V0506,2024-06-16 12:00:34.428893047,P
24,V0309,2024-06-16 12:00:34.428901427,P
24,V0402,2024-06-16 12:00:34.428908701,P
24,V0808,2024-06-16 12:00:34.428892088,P
24,V0802,2024-06-16 12:00:34.428906352,P
24,V0407,2024-06-16 12:00:34.428899957,P
24,V0308,2024-06-16 12:00:34.428899588,P
24,V0502,2024-06-16 12:00:34.428902966,P
24,V0310,2024-06-16 12:00:34.428903525,P
24,V0702,2024-06-16 12:00:34.428903438,P
24,V0805,2024-06-16 12:00:34.428894970,P
24,V0408,2024-06-16 12:00:34.428897849,P
24,V0504,2024-06-16 12:00:34.428896149,P
24,V0410,2024-06-16 12:00:34.428893878,P
24,V0305,2024-06-16 12:00:34.428897666,P
24,V0302,2024-06-16 12:00:34.428899185,P
24,V0104,2024-06-16 12:00:34.428915276,P
24,V0810,2024-06-16 12:00:34.428894738,P
24,V0412,2024-06-16 12:00:34.428892417,P
24,V0417,2024-06-16 12:00:34.428897932,P
24,V0105,2024-06-16 12:00:34.428915237,P
24,V0404,2024-06-16 12:00:34.428906359,P
24,V0304,2024-06-16 12:00:34.428898524,P
25,V0303,2024-06-16 12:00:34.592434706,P
25,V0306,2024-06-16 12:00:34.592437745,P
25,V0505,2024-06-16 12:00:34.592436377,P
25,V0409,2024-06-16 12:00:34.592438546,P
25,V0117,2024-06-16 12:00:34.592436430,P
25,V0506,2024-06-16 12:00:34.592437454,P
25,V0504,2024-06-16 12:00:34.592437536,P
25,V0410,2024-06-16 12:00:34.592437743,P
25,V0305,2024-06-16 12:00:34.592435504,P
25,V0302,2024-06-16 12:00:34.592435189,P
25,V0412,2024-06-16 12:00:34.592437760,P
25,V0304,2024-06-16 12:00:34.592434698,P
26,V0307,2024-06-16 12:00:35.718055603,P
26,V0508,2024-06-16 12:00:35.718055551,P
26,V0306,2024-06-16 12:00:35.718054871,P
26,V0809,2024-06-16 12:00:35.718055007,P
26,V0117,2024-06-16 12:00:35.718052330,P
26,V0506,2024-06-16 12:00:35.718055510,P
26,V0808,2024-06-16 12:00:35.718055594,P
26,V0305,2024-06-16 12:00:35.718055597,P
26,V0810,2024-06-16 12:00:35.718055274,P
27,V0807,2024-06-16 12:00:36.055719725,P
27,V0303,2024-06-16 12:00:36.055718485,P
27,V0505,2024-06-16 12:00:36.055715781,P
27,V0409,2024-06-16 12:00:36.055716855,P
27,V0506,2024-06-16 12:00:36.055718935,P
27,V0805,2024-06-16 12:00:36.055719553,P
27,V0408,2024-06-16 12:00:36.055718310,P
27,V0504,2024-06-16 12:00:36.055715878,P
27,V0410,2024-06-16 12:00:36.055716582,P
27,V0305,2024-06-16 12:00:36.055719568,P
27,V0302,2024-06-16 12:00:36.055718406,P
27,V0412,2024-06-16 12:00:36.055717770,P
27,V0304,2024-06-16 12:00:36.055718494,P
28,V0505,2024-06-16 12:00:37.132645895,P
28,V0409,2024-06-16 12:00:37.132644975,P
28,V0407,2024-06-16 12:00:37.132647644,P
28,V0408,2024-06-16 12:00:37.132645872,P
28,V0504,2024-06-16 12:00:37.132644269,P
28,V0410,2024-06-16 12:00:37.132645814,P
28,V0302,2024-06-16 12:00:37.132648433,P
28,V0412,2024-06-16 12:00:37.132647595,P
29,V0303,2024-06-16 12:00:39.455160935,P
29,V0307,2024-06-16 12:00:39.455160280,P
29,V0508,2024-06-16 12:00:39.455160069,P
29,V0306,2024-06-16 12:00:39.455159092,P
29,V0809,2024-06-16 12:00:39.455159893,P
29,V0117,2024-06-16 12:00:39.455156316,P
29,V0506,2024-06-16 12:00:39.455159682,P
29,V0808,2024-06-16 12:00:39.455160194,P
29,V0305,2024-06-16 12:00:39.455159321,P
29,V0810,2024-06-16 12:00:39.455160414,P
29,V0304,2024-06-16 12:00:39.455160899,P
30,V0807,2024-06-16 12:00:41.140432375,P
30,V0303,2024-06-16 12:00:41.140432792,P
30,V0414,2024-06-16 12:00:41.140434108,P
30,V0508,2024-06-16 12:00:41.140433439,P
30,V0306,2024-06-16 12:00:41.140433974,P
30,V0809,2024-06-16 12:00:41.140433483,P
30,V0505,2024-06-16 12:00:41.140430438,P
30,V0409,2024-06-16 12:00:41.140433055,P
30,V0117,2024-06-16 12:00:41.140431880,P
30,V0506,2024-06-16 12:00:41.140431572,P
30,V0808,2024-06-16 12:00:41.140432610,P
30,V0805,2024-06-16 12:00:41.140433639,P
30,V0504,2024-06-16 12:00:41.140432442,P
30,V0410,2024-06-16 12:00:41.140431730,P
30,V0305,2024-06-16 12:00:41.140432673,P
30,V0302,2024-06-16 12:00:41.140433315,P
30,V0412,2024-06-16 12:00:41.140431464,P
30,V0304,2024-06-16 12:00:41.140432777,P
31,V0807,2024-06-16 12:00:50.982214606,P
31,V0303,2024-06-16 12:00:50.982214853,P
31,V0414,2024-06-16 12:00:50.982215754,P
31,V0307,2024-06-16 12:00:50.982217318,P
31,V0508,2024-06-16 12:00:50.982215037,P
31,V0306,2024-06-16 12:00:50.982215602,P
31,V0809,2024-06-16 12:00:50.982215333,P
31,V0505,2024-06-16 12:00:50.982212710,P
31,V0409,2024-06-16 12:00:50.982215538,P
31,V0117,2024-06-16 12:00:50.982213802,P
31,V0506,2024-06-16 12:00:50.982213228,P
31,V0808,2024-06-16 12:00:50.982214632,P
31,V0805,2024-06-16 12:00:50.982216145,P
31,V0408,2024-06-16 12:00:50.982217391,P
31,V0504,2024-06-16 12:00:50.982214979,P
31,V0410,2024-06-16 12:00:50.982214043,P
31,V0305,2024-06-16 12:00:50.982214457,P
31,V0302,2024-06-16 12:00:50.982215490,P
31,V0810,2024-06-16 12:00:50.982216721,P
31,V0412,2024-06-16 12:00:50.982213451,P
31,V0304,2024-06-16 12:00:50.982214833,P
32,V0807,2024-06-16 12:00:58.389496387,P
32,V0303,2024-06-16 12:00:58.389496281,P
32,V0414,2024-06-16 12:00:58.389497666,P
32,V0508,2024-06-16 12:00:58.389496870,P
32,V0306,2024-06-16 12:00:58.389497027,P
32,V0809,2024-06-16 12:00:58.389497008,P
32,V0505,2024-06-16 12:00:58.389494849,P
32,V0409,2024-06-16 12:00:58.389497559,P
32,V0117,2024-06-16 12:00:58.389494900,P
32,V0506,2024-06-16 12:00:58.389495223,P
32,V0808,2024-06-16 12:00:58.389496365,P
32,V0805,2024-06-16 12:00:58.389497951,P
32,V0504,2024-06-16 12:00:58.389496922,P
32,V0410,2024-06-16 12:00:58.389496175,P
32,V0305,2024-06-16 12:00:58.389495851,P
